2.771,3.6663,1
4.4218,4.0638,0
3.6747,3.9196,1
4.7188,2.5272,0
4.3145,5.6244,0
2.4528,1.9502,0
2.7441,4.0434,1
4.2472,3.251,0
2.5829,4.7411,1
2.9248,4.0743,1
2.551,1.8281,0
3.4173,5.3769,1
4.0753,3.246,0
2.3911,2.5564,0
2.4981,3.2273,0
3.9537,4.6041,0
4.7102,3.6472,0
3.9524,1.2143,1
1.6271,5.4464,0
2.9316,3.6629,0
3.3145,4.991,0
3.0728,5.0842,1
2.4711,4.4614,1
1.2442,4.0965,0
4.2069,5.4293,0
4.0616,2.5649,0
3.7233,3.3423,1
2.6222,2.7135,0
1.6855,3.5285,0
3.5835,2.515,0
2.1387,5.3223,0
2.7603,4.1708,1
4.2497,4.5365,0
3.9615,4.6013,0
2.6709,5.6858,0
3.3662,3.3415,1
2.3372,2.611,0
2.2158,2.8834,0
2.8019,4.549,1
1.713,4.1729,0
4.8883,4.2797,0
3.5039,4.2235,1
2.2376,3.7023,1
2.993,2.2795,0
3.9605,4.1988,1
2.8262,5.6043,0
2.7701,2.8154,0
3.7778,5.0107,0
4.4765,5.3774,0
3.8688,3.1592,0
3.1358,3.9734,1
3.5305,4.2622,1
3.0232,5.0995,1
2.5517,5.0953,0
2.3415,4.1285,0
2.2148,4.1361,1
2.153,3.457,0
3.0109,4.1898,1
1.4116,2.2319,0
2.872,4.5261,1
1.4868,6.3039,0
2.7316,5.126,0
2.0797,2.5089,0
3.1458,5.2994,0
3.9731,2.3359,0
1.32,5.2682,0
2.2514,4.0556,1
2.251,2.5084,0
2.5393,2.9013,0
2.8062,4.2001,1
2.071,4.9611,0
2.7437,3.2272,1
3.9933,2.8736,0
3.144,3.3333,1
2.5009,4.7384,1
3.3054,4.8944,1
3.5439,4.0782,1
1.2234,5.4508,0
2.8252,3.8803,1
4.9867,4.6259,0
3.0574,3.0536,1
3.1748,4.2812,0
4.5763,4.2343,0
1.7951,3.5432,0
3.8531,3.6404,1
2.6927,4.6613,1
3.248,4.9056,1
3.6027,2.8295,0
2.7923,3.4608,1
2.364,5.3765,0
3.642,4.6058,0
2.8769,6.0284,0
3.1087,3.6478,1
3.5965,3.8234,1
3.9013,3.7958,0
2.7518,3.841,0
2.0267,5.1525,0
3.4261,5.036,0
4.3106,8.0904,0
2.38,5.3457,0
3.4994,1.8815,0
4.4143,3.3359,0
2.9272,4.2704,0
3.3306,3.292,1
2.8897,3.6727,1
2.0752,3.9095,1
2.1991,3.5545,1
1.7693,2.1884,0
2.8319,4.0239,0
4.8029,3.0165,0
3.2337,4.3008,1
4.6281,1.4899,0
2.102,4.1438,1
2.5005,3.8258,0
4.7343,4.364,0
1.641,3.4671,0
1.6962,2.9075,0
4.9966,3.8366,0
3.9846,4.2272,0
3.2352,3.1067,1
3.0637,2.905,0
4.1156,3.5583,0
3.6501,2.2966,1
3.7521,2.1708,0
4.4362,2.1141,0
4.2858,4.3205,0
3.2396,4.1728,1
1.6507,4.0591,0
4.3703,7.2289,0
1.9985,4.4506,0
0.50675,4.6358,0
3.3802,3.8097,1
3.149,2.3771,0
2.4116,5.3093,1
3.1492,5.165,0
4.3853,4.452,0
3.3449,1.9628,0
2.7125,4.6868,1
3.1047,4.3365,0
1.341,6.133,0
1.5111,4.0634,0
1.9308,3.3083,1
1.8557,3.0617,1
5.2075,3.6961,0
3.5709,3.5622,1
3.9882,5.0777,0
2.7107,6.2628,0
2.2682,2.7737,0
3.7971,3.8099,1
3.4094,3.7871,1
2.5758,2.213,0
1.2073,4.1754,0
5.0884,3.4955,0
5.0204,3.3888,0
1.9296,5.1819,0
4.2478,4.6595,0
2.7053,3.2728,1
2.3807,4.8676,0
1.9617,3.6304,0
2.5426,3.3808,1
3.1663,3.9843,1
1.5652,2.9848,0
3.1147,3.5948,1
1.4636,3.4832,0
2.8284,3.7171,1
2.0429,3.8791,1
4.2551,5.9737,0
2.2975,4.7716,0
2.7747,3.509,1
3.4275,4.9411,0
2.7923,4.8235,1
2.4227,4.9537,0
1.2341,4.0496,0
2.6059,2.6569,0
4.141,4.6206,0
3.4188,4.3645,0
1.8406,3.0028,0
3.9557,5.8722,0
2.8617,3.6535,1
3.7398,4.8348,0
3.1517,2.9839,0
0.68003,5.4072,0
1.9336,3.7302,0
4.5969,3.4691,0
2.8099,4.8508,1
2.3882,3.7658,1
3.2725,5.7029,0
3.5743,5.8353,0
2.273,4.1213,1
3.306,6.4802,0
1.7326,3.4023,0
2.3166,3.1628,0
2.3744,2.7238,0
3.1886,2.759,0
4.9166,4.4217,0
3.5965,3.5877,1
2.0886,4.7608,0
1.3215,4.3057,0
2.2163,3.3674,0
4.4939,3.5549,0
3.5215,3.1435,1
1.9126,4.2099,0
4.3327,3.7611,1
2.1543,4.8273,0
2.9634,0.97153,0
2.2982,5.8293,1
2.9871,2.8759,0
2.3145,4.8284,0
2.2577,2.1427,0
2.2574,4.6603,1
5.0343,2.7926,0
0.9941,6.3407,0
4.0231,4.0364,1
2.5367,4.0997,1
3.5512,3.2053,1
4.0344,3.6179,0
1.5332,4.0332,0
3.7406,4.0238,1
2.7453,3.8266,1
1.9694,2.6665,0
2.9681,2.8297,0
2.9079,4.4321,1
3.308,4.428,1
3.4036,3.1567,1
2.6946,5.7296,1
3.7484,4.0243,1
3.3078,5.4636,0
4.2741,3.303,0
4.4238,5.6024,1
2.5094,4.2576,1
2.7234,4.6542,1
4.0701,2.7243,0
5.0273,4.0845,0
4.2974,5.8804,0
2.9991,4.024,1
3.2117,4.0818,0
4.6095,4.9413,0
1.8774,4.7048,0
2.7541,3.9126,1
2.2081,4.2993,1
4.3971,4.7397,1
1.7496,4.0062,0
2.4788,2.9795,0
3.0605,5.1393,1
3.3302,4.2276,1
2.603,4.0692,1
1.9837,5.1372,0
2.6688,2.2141,0
2.6742,5.2093,0
1.8149,4.1708,0
1.6618,4.5052,1
3.2039,4.9546,1
3.6946,2.4062,0
3.5337,5.9272,0
2.9999,3.8654,1
2.3735,1.7281,0
1.3412,2.3585,0
1.9908,5.2727,0
2.3788,4.1801,1
2.7025,3.9461,1
3.2431,4.3113,1
3.2207,3.024,1
3.8185,4.365,1
3.3405,3.4899,1
1.5989,4.2616,0
3.7768,5.6005,1
1.916,4.6315,0
2.5172,5.4041,0
2.2507,5.1783,0
3.6181,4.1003,1
1.2211,3.8293,0
3.5752,4.7109,1
2.2353,2.8321,0
2.1106,3.8701,1
1.6325,4.5416,0
2.1304,4.5568,0
1.7278,3.3915,0
2.0512,4.2279,1
4.1317,4.0076,0
2.7645,2.8434,0
1.8926,3.0831,0
4.1354,3.5663,0
3.5608,5.0683,0
3.3353,4.725,1
2.4081,5.3243,0
3.6265,4.8805,0
2.3071,4.3361,1
2.1681,4.0317,1
2.3479,4.2059,1
2.4999,5.3071,0
3.4825,4.2686,1
3.8603,5.0241,0
0.95835,3.9662,0
2.4967,1.9092,1
1.514,3.6839,0
4.1639,4.1329,0
4.5667,3.335,0
2.3108,3.9532,1
3.8313,2.4958,0
3.5172,3.3267,1
3.3548,3.1996,1
3.8891,3.7718,1
3.7202,4.4601,0
3.206,4.5664,1
2.2399,5.0467,0
4.4885,5.0085,0
1.9748,3.5644,1
2.8938,5.5347,1
2.6367,4.0933,1
3.9901,3.0117,0
4.1782,3.057,0
4.2877,3.044,0
4.4026,2.7135,0
1.5772,5.2959,0
3.3605,3.7372,0
3.0088,5.0125,0
2.3687,3.4865,1
3.1819,5.4287,0
2.6843,4.3472,1
1.7602,3.0555,0
2.1935,4.7979,0
2.0334,4.6039,0
2.0994,2.4406,0
2.8657,2.6043,0
3.1969,4.1387,1
2.0158,3.2979,0
1.446,3.4795,1
1.9432,4.7641,0
3.6053,4.2985,1
3.8615,5.0527,0
1.5745,4.2958,1
3.3479,5.4587,0
2.5438,3.6478,1
2.0641,4.1413,1
3.2796,3.9362,1
1.6059,4.1328,1
1.6182,2.9083,0
2.6131,4.6954,1
0.67508,3.3612,0
2.1831,2.9884,0
1.653,6.563,0
1.2101,2.9635,1
2.1069,1.7038,0
3.0338,3.7083,1
2.6773,3.1216,0
5.1905,5.8086,0
2.8202,4.5082,1
2.1029,4.276,1
3.7004,3.5952,1
3.6108,3.9417,1
2.0478,2.1907,0
2.8744,3.3424,1
1.8162,5.1008,0
2.6191,2.7997,0
2.6698,3.2225,1
5.0961,4.5112,0
3.6705,4.318,0
1.81,4.7836,0
1.5466,4.9304,0
2.2771,3.6706,1
3.336,6.3731,0
4.8658,3.8631,0
2.378,4.886,0
2.8196,3.8651,0
1.4053,4.2594,0
4.2009,2.5466,0
3.5854,4.372,1
3.8751,3.7041,1
3.7289,2.523,0
0.90896,4.2787,0
4.1185,1.6839,0
2.9302,4.3845,1
2.3811,5.0169,0
2.5361,3.3819,1
4.0848,4.4285,1
4.9005,4.3177,0
4.0135,3.3329,1
4.8091,4.0863,0
2.4542,2.8148,0
1.4707,4.6872,1
2.605,4.9765,0
1.9164,3.9708,0
1.8881,3.4709,0
2.6201,5.9875,0
1.4975,2.272,1
2.0908,5.437,0
2.8861,4.8888,1
3.1091,5.1269,0
2.2048,5.3095,1
2.7311,1.4886,0
2.9672,4.4704,1
2.6382,4.0388,1
3.6992,4.0383,1
2.0907,3.2754,0
3.453,2.3777,0
4.5014,3.0336,0
4.6691,4.3725,0
2.4751,4.0597,1
3.5002,4.5892,1
2.02,4.7818,0
3.4684,2.8889,1
1.3279,3.985,0
1.2747,4.5048,0
2.0792,3.174,0
1.165,5.4611,0
3.5002,4.8784,0
3.0707,3.6214,1
3.9881,4.0922,1
3.3072,4.6208,1
3.6503,3.3455,1
2.013,2.114,0
3.8674,4.4295,1
2.9723,4.0706,1
2.342,2.7895,0
4.1382,5.3645,0
3.7458,4.5242,1
2.8124,3.9492,1
3.2766,4.5696,1
2.6239,4.0988,0
2.1531,3.3896,0
3.2094,2.2865,0
2.7286,3.5714,1
2.6101,4.3472,1
3.3622,3.0151,0
2.523,2.9824,0
2.673,5.3531,0
4.6667,4.6819,0
0.72808,4.7221,1
2.234,1.8514,0
1.73,3.4491,0
5.0369,5.2133,0
2.7434,4.3392,1
4.6377,1.9554,0
3.1785,4.8876,1
3.0617,4.0893,1
1.8225,5.0526,0
1.9267,2.2535,0
2.9291,4.9058,1
2.3768,3.5731,1
5.0675,4.4431,0
1.8574,2.0038,0
